ID	REG	FOCUS	DSID	HAB_CO	HAB_CH	HAB_FI	PRE_CO	PRE_CH	PRE_FI	NPROJ	ACTION	COST	POST_CO	POST_CH	POST_FI
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
